genome_name	sgb_id	usgb	study	sample_name	genome_size	n_fifty	number_contigs	completeness	contamination	assigned_species	assigned_genus	assigned_family	assigned_order	assigned_class	assigned_phylum	assigned_kingdom	closest_species	closest_genus	closest_family	closest_order	closest_class	closest_phylum	closest_kingdom	average_distance	sequence_url	annotations_url	uniref_url
QinN_2014__LD-42__bin.30	15132	No	QinN_2014	LD-42	1529081	2898	554	53.22	1.72	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	0.02	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/15132/QinN_2014__LD-42__bin.30.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/15132.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/15132/QinN_2014__LD-42__bin.30.txt
QinN_2014__LD-49__bin.7	15132	No	QinN_2014	LD-49	2229050	3780	658	68.66	1.34	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	0.02	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/15132/QinN_2014__LD-49__bin.7.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/15132.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/15132/QinN_2014__LD-49__bin.7.txt
QinN_2014__LD-51__bin.60	15132	No	QinN_2014	LD-51	1828727	4696	453	59.74	0.13	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	0.02	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/15132/QinN_2014__LD-51__bin.60.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/15132.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/15132/QinN_2014__LD-51__bin.60.txt
QinN_2014__LD-71__bin.9	15132	No	QinN_2014	LD-71	2772747	20635	202	92.64	1.48	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	0.02	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/15132/QinN_2014__LD-71__bin.9.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/15132.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/15132/QinN_2014__LD-71__bin.9.txt
QinN_2014__LD-75__bin.66	15132	No	QinN_2014	LD-75	2585055	17869	213	91.01	1.34	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	0.02	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/15132/QinN_2014__LD-75__bin.66.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/15132.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/15132/QinN_2014__LD-75__bin.66.txt
QinN_2014__LD-88__bin.58	15132	No	QinN_2014	LD-88	3297561	19121	290	93.78	0.34	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	0.02	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/15132/QinN_2014__LD-88__bin.58.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/15132.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/15132/QinN_2014__LD-88__bin.58.txt
QinN_2014__LD-89__bin.5	15132	No	QinN_2014	LD-89	1645166	3100	572	57.48	0.00	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	0.02	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/15132/QinN_2014__LD-89__bin.5.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/15132.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/15132/QinN_2014__LD-89__bin.5.txt
QinN_2014__LD-91__bin.3	15132	No	QinN_2014	LD-91	1917270	3058	665	56.15	1.34	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	0.02	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/15132/QinN_2014__LD-91__bin.3.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/15132.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/15132/QinN_2014__LD-91__bin.3.txt
QinN_2014__LV-22__bin.12	15132	No	QinN_2014	LV-22	3691128	17994	308	96.31	1.34	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	0.02	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/15132/QinN_2014__LV-22__bin.12.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/15132.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/15132/QinN_2014__LV-22__bin.12.txt
RaymondF_2016__P11E7__bin.36	15132	No	RaymondF_2016	P11E7	3180609	58922	85	97.32	0.16	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	0.02	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/15132/RaymondF_2016__P11E7__bin.36.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/15132.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/15132/RaymondF_2016__P11E7__bin.36.txt
RaymondF_2016__P12E7__bin.9	15132	No	RaymondF_2016	P12E7	3100699	68902	68	98.66	0.13	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	0.02	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/15132/RaymondF_2016__P12E7__bin.9.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/15132.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/15132/RaymondF_2016__P12E7__bin.9.txt
RaymondF_2016__P14E7__bin.65	15132	No	RaymondF_2016	P14E7	2819961	4660	711	65.56	4.67	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	0.02	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/15132/RaymondF_2016__P14E7__bin.65.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/15132.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/15132/RaymondF_2016__P14E7__bin.65.txt
RaymondF_2016__P18E0__bin.24	15159	No	RaymondF_2016	P18E0	1859182	33485	86	82.55	1.59	Flavonifractor sp	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	Flavonifractor sp	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	0.03	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/15159/RaymondF_2016__P18E0__bin.24.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/15159.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/15159/RaymondF_2016__P18E0__bin.24.txt
RaymondF_2016__P18E7__bin.22	15132	No	RaymondF_2016	P18E7	3462425	74783	87	97.94	0.13	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	0.02	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/15132/RaymondF_2016__P18E7__bin.22.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/15132.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/15132/RaymondF_2016__P18E7__bin.22.txt
RaymondF_2016__P19E0__bin.43	15143	No	RaymondF_2016	P19E0	2118367	5469	460	78.83	3.02	Flavonifractor sp	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	Clostridium sp	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	0.02	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/15143/RaymondF_2016__P19E0__bin.43.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/15143.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/15143/RaymondF_2016__P19E0__bin.43.txt
RaymondF_2016__P20E0__bin.36	15143	No	RaymondF_2016	P20E0	2602194	93498	55	95.97	0.34	Flavonifractor sp	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	Clostridium sp	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	0.02	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/15143/RaymondF_2016__P20E0__bin.36.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/15143.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/15143/RaymondF_2016__P20E0__bin.36.txt
RaymondF_2016__P20E7__bin.4	15132	No	RaymondF_2016	P20E7	3453466	74914	65	95.68	0.13	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	0.02	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/15132/RaymondF_2016__P20E7__bin.4.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/15132.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/15132/RaymondF_2016__P20E7__bin.4.txt
RaymondF_2016__P20E90__bin.16	15132	No	RaymondF_2016	P20E90	2995341	84117	57	93.60	0.13	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	0.02	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/15132/RaymondF_2016__P20E90__bin.16.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/15132.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/15132/RaymondF_2016__P20E90__bin.16.txt
RaymondF_2016__P20E90__bin.32	15143	No	RaymondF_2016	P20E90	1847156	167822	17	79.47	0.00	Flavonifractor sp	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	Clostridium sp	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	0.02	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/15143/RaymondF_2016__P20E90__bin.32.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/15143.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/15143/RaymondF_2016__P20E90__bin.32.txt
RaymondF_2016__P21E90__bin.4	15143	No	RaymondF_2016	P21E90	2418007	105146	39	94.63	0.67	Flavonifractor sp	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	Clostridium sp	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	0.02	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/15143/RaymondF_2016__P21E90__bin.4.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/15143.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/15143/RaymondF_2016__P21E90__bin.4.txt
RaymondF_2016__P22E7__bin.25	15132	No	RaymondF_2016	P22E7	3268202	42316	139	96.08	1.14	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	0.02	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/15132/RaymondF_2016__P22E7__bin.25.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/15132.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/15132/RaymondF_2016__P22E7__bin.25.txt
RaymondF_2016__P23C0__bin.94	15143	No	RaymondF_2016	P23C0	2042356	23203	137	95.58	1.72	Flavonifractor sp	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	Clostridium sp	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	0.02	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/15143/RaymondF_2016__P23C0__bin.94.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/15143.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/15143/RaymondF_2016__P23C0__bin.94.txt
RaymondF_2016__P23C7__bin.16	15159	No	RaymondF_2016	P23C7	1936072	61010	59	85.93	0.22	Flavonifractor sp	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	Flavonifractor sp	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	0.03	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/15159/RaymondF_2016__P23C7__bin.16.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/15159.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/15159/RaymondF_2016__P23C7__bin.16.txt
RaymondF_2016__P5E0__bin.1	15143	No	RaymondF_2016	P5E0	2472297	19154	216	89.05	3.50	Flavonifractor sp	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	Clostridium sp	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	0.02	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/15143/RaymondF_2016__P5E0__bin.1.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/15143.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/15143/RaymondF_2016__P5E0__bin.1.txt
RaymondF_2016__P5E7__bin.14	15132	No	RaymondF_2016	P5E7	1450433	124799	22	51.68	0.00	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	0.02	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/15132/RaymondF_2016__P5E7__bin.14.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/15132.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/15132/RaymondF_2016__P5E7__bin.14.txt
RaymondF_2016__P8C7__bin.20	15159	No	RaymondF_2016	P8C7	2049210	69101	46	78.69	3.36	Flavonifractor sp	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	Flavonifractor sp	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	0.03	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/15159/RaymondF_2016__P8C7__bin.20.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/15159.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/15159/RaymondF_2016__P8C7__bin.20.txt
RaymondF_2016__P8C7__bin.41	15132	No	RaymondF_2016	P8C7	2656127	44439	91	85.57	0.08	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	0.02	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/15132/RaymondF_2016__P8C7__bin.41.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/15132.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/15132/RaymondF_2016__P8C7__bin.41.txt
RaymondF_2016__P8C90__bin.2	15132	No	RaymondF_2016	P8C90	2394467	30732	129	84.04	2.68	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	0.02	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/15132/RaymondF_2016__P8C90__bin.2.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/15132.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/15132/RaymondF_2016__P8C90__bin.2.txt
RaymondF_2016__P9E7__bin.24	15132	No	RaymondF_2016	P9E7	3345131	20427	246	92.48	1.67	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	0.02	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/15132/RaymondF_2016__P9E7__bin.24.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/15132.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/15132/RaymondF_2016__P9E7__bin.24.txt
RaymondF_2016__P9E90__bin.29	15143	No	RaymondF_2016	P9E90	2343927	28952	120	92.28	3.52	Flavonifractor sp	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	Clostridium sp	Clostridium	Clostridiaceae	Clostridiales	Clostridia	Firmicutes	Bacteria	0.02	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/15143/RaymondF_2016__P9E90__bin.29.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/15143.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/15143/RaymondF_2016__P9E90__bin.29.txt
VatanenT_2016__G69158__bin.3	15132	No	VatanenT_2016	G69158	3374436	9120	486	91.16	0.58	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	0.02	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/15132/VatanenT_2016__G69158__bin.3.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/15132.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/15132/VatanenT_2016__G69158__bin.3.txt
VatanenT_2016__G78562__bin.13	15132	No	VatanenT_2016	G78562	3479954	6377	700	85.58	1.03	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	0.02	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/15132/VatanenT_2016__G78562__bin.13.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/15132.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/15132/VatanenT_2016__G78562__bin.13.txt
VatanenT_2016__G78572__bin.9	15132	No	VatanenT_2016	G78572	3366176	9356	532	89.32	0.13	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	0.02	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/15132/VatanenT_2016__G78572__bin.9.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/15132.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/15132/VatanenT_2016__G78572__bin.9.txt
VatanenT_2016__G78740__bin.15	15132	No	VatanenT_2016	G78740	3344637	9698	502	88.42	0.36	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	0.02	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/15132/VatanenT_2016__G78740__bin.15.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/15132.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/15132/VatanenT_2016__G78740__bin.15.txt
VatanenT_2016__G78889__bin.11	15132	No	VatanenT_2016	G78889	3388296	10418	471	89.88	0.69	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	0.02	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/15132/VatanenT_2016__G78889__bin.11.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/15132.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/15132/VatanenT_2016__G78889__bin.11.txt
VatanenT_2016__G80434__bin.2	15132	No	VatanenT_2016	G80434	1607914	2696	616	58.07	1.03	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	0.02	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/15132/VatanenT_2016__G80434__bin.2.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/15132.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/15132/VatanenT_2016__G80434__bin.2.txt
VatanenT_2016__G80471__bin.8	15132	No	VatanenT_2016	G80471	1685839	4062	457	57.97	0.13	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	0.02	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/15132/VatanenT_2016__G80471__bin.8.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/15132.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/15132/VatanenT_2016__G80471__bin.8.txt
VatanenT_2016__G80484__bin.17	15132	No	VatanenT_2016	G80484	3059189	6664	602	83.98	2.10	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	0.02	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/15132/VatanenT_2016__G80484__bin.17.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/15132.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/15132/VatanenT_2016__G80484__bin.17.txt
VatanenT_2016__G80485__bin.10	15132	No	VatanenT_2016	G80485	2869029	6965	555	85.57	0.13	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	Flavonifractor plautii	Flavonifractor	Clostridiales unclassified	Clostridiales	Clostridia	Firmicutes	Bacteria	0.02	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/genomes/15132/VatanenT_2016__G80485__bin.10.fa	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/eggnog/15132.tsv	https://s3-eu-west-1.amazonaws.com/sgb-genomes/data/uniref/90/15132/VatanenT_2016__G80485__bin.10.txt
